date,open,close,high,low,volumeP,pos,neg,pos,neg
1040105,140.5,139.5,140.5,137.5,4459516134,0.857142857,0.142857143,0.5,0.5
1040106,137.5,133.5,137.5,133,9104346055,0.125,0.875,0.5,0.5
1040107,133.5,134,135,133.5,5887797145,0.777777778,0.222222222,0.5,0.5
1040108,136.5,138,138,136,5839710584,0.75,0.25,0.550165858,0.449834142
1040109,135,134,135.5,133,8308394250,0.714285714,0.285714286,0.337245841,0.662754159
1040112,132.5,132,133.5,132,4031933265,0.375,0.625,0.242175362,0.757824638
1040113,131,132.5,133,130.5,5032758490,0.625,0.375,0.300636085,0.699363915
1040114,132.5,130,133,130,6480574787,0.416666667,0.583333333,0.321955419,0.678044581
1040115,131.5,131.5,133,131.5,5409019683,0.833333333,0.166666667,0.291873095,0.708126905
1040116,140,137,140,136,17798427458,0.821428571,0.178571429,0.355420071,0.644579929
1040119,138.5,139,139.5,137.5,6946057848,0.833333333,0.166666667,0.5,0.5
1040120,139,138,139,137.5,4668853302,0.875,0.125,0.277971888,0.722028112
1040121,139.5,141,141,139.5,10851391010,0.714285714,0.285714286,0.128520733,0.871479267
1040122,141.5,140,142,139.5,6420329920,0.722222222,0.277777778,0.39376087,0.60623913
1040123,142.5,145,145,142.5,11860880764,0.857142857,0.142857143,0.352992102,0.647007898
1040126,145.5,145,145.5,143.5,6773046328,0.75,0.25,0.615673383,0.384326617
1040127,145.5,147,147,144.5,7766942038,0.777777778,0.222222222,0.269169885,0.730830115
1040128,146.5,146.5,147,145.5,7070390708,0.666666667,0.333333333,0.5,0.5
1040129,144,143.5,145,143,5304459221,0.444444444,0.555555556,0.5,0.5
1040130,145,141,145.5,141,6309920080,0.4,0.6,0.5,0.5
1040202,140.5,142.5,143,140.5,4310814470,0.666666667,0.333333333,0.5,0.5
1040203,143,144.5,144.5,142,3911596752,0.833333333,0.166666667,0.5,0.5
1040204,144.5,146,146.5,144,6270013358,0.714285714,0.285714286,0.5,0.5
1040205,145.5,145.5,146,143.5,3661740425,0.857142857,0.142857143,0.279615631,0.720384369
1040206,145.5,143,145.5,143,4131250622,0.714285714,0.285714286,0.250363391,0.749636609
1040209,143,142,143.5,141.5,3790983534,0.5,0.5,0.5,0.5
1040210,142,142.5,143,141.5,4760519217,0.846153846,0.153846154,0.472033808,0.527966192
1040211,146,148,149,146,10550756946,0.666666667,0.333333333,0.5,0.5
1040212,149.5,148.5,149.5,147.5,5193362537,0.84,0.16,0.359643995,0.615965761
1040213,148.5,148.5,150,148,5752407636,0.80952381,0.19047619,0.5,0.5
1040224,149,151,152,148.5,11211962367,0.875,0.125,0.291123725,0.708876275
1040225,152.5,154.5,154.5,152.5,7425359928,0.823529412,0.176470588,0.317515878,0.682484122
1040226,153.5,150.5,154,150.5,8838206759,0.333333333,0.666666667,0.5,0.5
1040302,151.5,149,153,148.5,6260834709,0.333333333,0.666666667,0.5,0.5
1040303,150,150.5,151,148.5,4374634250,0.833333333,0.166666667,0.388748968,0.611251032
1040304,150,150.5,151.5,149,4936813407,0.647058824,0.352941176,0.5,0.5
1040305,150,150,151,148.5,4474822250,0.571428571,0.428571429,0.5,0.5
1040306,149,149,149.5,148.5,4948740906,0.375,0.625,0.5,0.5
1040309,147.5,145.5,147.5,145,9855160676,0.583333333,0.416666667,0.5,0.5
1040310,145,144,145,144,6762792095,1,0,0.266497686,0.733502314
1040311,143.5,146,148,143,7572305994,0.578947368,0.421052632,0.515311543,0.484688457
1040312,147,148,148.5,146.5,4785611312,0.666666667,0.333333333,0.273507683,0.726492317
1040313,148,149,149.5,147,6904477410,0.8125,0.1875,0.270852554,0.729147446
1040316,149,146,149.5,146,5514486291,0.846153846,0.153846154,0.5,0.5
1040317,148.5,149,150,148.5,8326102991,0.9,0.1,0.31262356,0.68737644
1040318,151,153.5,154,150,10852430499,0.8125,0.1875,0.462720829,0.537279171
1040319,152.5,154,155,152.5,6700872109,0.764705882,0.235294118,0.5,0.5
1040320,151.5,154,154,151.5,5909217707,0.777777778,0.222222222,0.146407866,0.853592134
1040323,154,153.5,154,152.5,4049600743,0.818181818,0.181818182,0.5,0.5
1040324,153.5,151.5,153.5,151.5,5811312948,0.833333333,0.166666667,0.373964197,0.626035803
1040325,152,151,152.5,150.5,7584239053,0.777777778,0.222222222,0.342552294,0.657447706
1040326,145.5,145.5,147,144.5,23745941540,0.615384615,0.384615385,0.390877308,0.609122692
1040327,144,142.5,145.5,142.5,16228885022,0.555555556,0.444444444,0.139279547,0.860720453
1040330,142.5,142.5,144,142,9275490102,0.666666667,0.333333333,0.207973945,0.792026055
1040331,144,145.5,145.5,143,8225648688,0.769230769,0.230769231,0.373704272,0.626295728
1040401,145,144,145,143.5,5643680541,0.666666667,0.333333333,0.750768712,0.249231288
1040402,145,147,148,144.5,7651261176,0.5,0.5,0.183013487,0.816986513
1040407,146.5,146,147.5,145,5106814058,0.80952381,0.19047619,0.5,0.5
1040408,145.5,143,146,143,7132875065,0.5,0.5,0.5,0.5
1040409,144,143,145.5,143,6801837297,0.647058824,0.352941176,0.275764387,0.724235613
1040410,146,147,147,145,4948520786,0.633333333,0.366666667,0.291079324,0.708920676
1040413,146.5,147,147.5,146,3876943634,0.555555556,0.444444444,0.308830321,0.691169679
1040414,145,144,145.5,143.5,6021009775,0.642857143,0.357142857,0.5,0.5
1040415,143.5,143,144.5,141.5,10214833004,0.52173913,0.47826087,0.5,0.5
1040416,145,147,147,144.5,8114893484,0.828571429,0.171428571,0.406405266,0.593594734
1040417,143,142.5,144,142.5,11301095708,0.727272727,0.272727273,0.385550517,0.614449483
1040420,142,143,144,141.5,6220438078,0.5,0.5,0.30219022,0.69780978
1040421,142,142.5,143.5,141.5,5824163035,0.666666667,0.333333333,0.293754707,0.706245293
1040422,143.5,143.5,145,143,5844788500,0.833333333,0.166666667,0.5,0.5
1040423,145.5,147,147,145,7010815563,0.733333333,0.266666667,0.045302014,0.954697986
1040424,149,152.5,152.5,148.5,20467883674,0.863636364,0.136363636,0.291887272,0.708112728
1040427,153,151.5,153,150,8802544948,0.6875,0.3125,0.424659229,0.575340771
1040428,153.5,151.5,153.5,150.5,6563481738,0.823529412,0.176470588,0.5,0.5
1040429,150,148.5,151,148,5582483598,0.571428571,0.428571429,0.36395089,0.63604911
1040430,147,147,148.5,146.5,7212381413,0.761904762,0.238095238,0.360699845,0.567871583
1040504,148.5,147.5,148.5,146,4548281580,0.636363636,0.363636364,0.5,0.5
1040505,147.5,147,148,146,4083589300,0.7,0.3,0.5,0.5
1040506,145.5,147.5,148,145.5,2765471076,0.5625,0.4375,0.5,0.5
1040507,146,146.5,147.5,146,3209664442,0.533333333,0.466666667,0.5,0.5
1040508,146,146.5,147.5,146,2938305595,0.705882353,0.294117647,0.16517978,0.83482022
1040511,149,148.5,149,147,3020441292,0.428571429,0.571428571,0.480324919,0.467043502
1040512,147,147.5,148.5,147,3687151073,0.5,0.5,0.5,0.5
1040513,147.5,148,149,147,2880697082,0.7,0.3,0.5,0.5
1040514,148,146,148.5,146,5860602872,0.307692308,0.692307692,0.5,0.5
1040515,147,146.5,147,145,3627515848,0.75,0.25,0.5,0.5
1040518,147,146.5,147,145,3823751806,1,0,0.5,0.5
1040519,145.5,146.5,147.5,145,3852118475,0.636363636,0.363636364,0.5,0.5
1040520,146.5,146.5,147,146,3949956564,0.727272727,0.272727273,0.5,0.5
1040521,146,145.5,146.5,144.5,5995895156,0.5,0.5,0.5,0.5
1040522,146,145.5,147,145,3229666392,1,0,0.5,0.5
1040525,146.5,147.5,147.5,145.5,2396692046,0.647058824,0.352941176,0.299647499,0.700352501
1040526,148.5,146.5,148.5,146.5,2368218823,0.588235294,0.411764706,0.5,0.5
1040527,145.5,145,147,145,3536266849,0.416666667,0.583333333,0.5,0.5
1040528,147,147,147.5,146,5388568653,0.882352941,0.117647059,0.5,0.5
1040529,147,146,147.5,145.5,9053910953,0.8,0.2,0.5,0.5
1040601,145.5,145,146,144,4585709246,0.588235294,0.411764706,0.5,0.5
1040602,144.5,144,144.5,143.5,4812699032,0.363636364,0.636363636,0.384692633,0.615307367
1040603,143.5,143,144.5,143,4333388014,0.461538462,0.538461538,0.265126199,0.734873801
1040604,142,141,142.5,140,8793986209,0.277777778,0.722222222,0.5,0.5
1040605,139.5,140,140.5,139,5990378661,0.294117647,0.705882353,0.368088375,0.631911625
1040608,139.5,138.5,140,138.5,6346411738,0.416666667,0.583333333,0.5,0.5
1040609,138.5,139,140,138,4410907091,0.588235294,0.411764706,0.5,0.5
1040610,141,139.5,141.5,139.5,5235873213,0.71875,0.28125,0.5,0.5
1040611,141,143.5,144,141,6630323144,0.6,0.4,0.5,0.5
1040612,144,144.5,144.5,142.5,5072826832,0.5,0.5,0.5,0.5
1040615,144.5,143,144.5,142.5,3409554790,0.461538462,0.538461538,0.5,0.5
1040616,143,142,143,141,4063948476,0.529411765,0.470588235,0.324748232,0.623969717
1040617,143,142.5,143.5,142,4518862957,0.631578947,0.368421053,0.5,0.5
1040618,142,142,143,142,4072821812,0.4375,0.5625,0.5,0.5
1040622,142,142,143.5,142,4224036248,0.866666667,0.133333333,0.5,0.5
1040623,143,144.5,145,142.5,5454961112,0.764705882,0.235294118,0.5,0.5
1040624,144.5,145,145,143.5,3054456980,0.722222222,0.277777778,0.181565011,0.818434989
1040625,145,146.5,147,145,6670295223,0.85,0.15,0.5,0.5
1040626,147,146,147.5,145.5,4994996846,0.571428571,0.428571429,0.5,0.5
1040629,140.5,138.5,141,138.5,7415992660,0.35,0.65,0.248293947,0.751706053
1040630,139,140.5,140.5,138.5,6336988915,0.47826087,0.52173913,0.5,0.5
1040701,140,141,142.5,139,4704327416,0.529411765,0.470588235,0.447590567,0.278686805
1040702,140.5,141.5,142,140.5,3434751403,0.636363636,0.363636364,0.5,0.5
1040703,141.5,142.5,142.5,140,2414975440,0.578947368,0.421052632,0.251631798,0.735709974
1040706,141,140.5,141.5,140.5,2913509592,0.357142857,0.642857143,0.5,0.5
1040707,141,140.5,142,140.5,3750582962,1,0,0.5,0.5
1040708,140.5,138,141,138,7229638176,0.3,0.7,0.5,0.5
1040709,134,136.5,138,134,7323598974,0.071428571,0.928571429,0.5,0.5
1040713,137,138.5,139.5,137,4886264549,0.727272727,0.272727273,0.5,0.5
1040714,139.5,138.5,140.5,138,3833141080,0.7,0.3,0.5,0.5
1040715,139,138.5,139.5,138,3254659920,0.6,0.4,0.185982596,0.814017404
1040716,140,136.5,140,135.5,5121828673,0.8125,0.1875,0.342854337,0.657145663
1040717,138,140,140,138,7769816420,0.580645161,0.419354839,0.210154078,0.789845922
1040720,141.5,139,142,138.5,3902530824,0.6875,0.3125,0.313700323,0.686299677
1040721,141,140.5,141.5,139.5,3068308230,0.625,0.375,0.5,0.5
1040722,139,139,139.5,138,3802971061,0.25,0.75,0.262877808,0.737122192
1040723,137,136,137.5,136,5216033345,0.4,0.6,0.5,0.5
1040724,138,137,138,136,5342465602,0.647058824,0.352941176,0.5,0.5
1040727,135,134,135.5,134,6060338122,0.333333333,0.666666667,0.25040635,0.74959365
1040728,135,134,136.5,134,4833495065,0.476190476,0.523809524,0.395886514,0.604113486
1040729,135,135.5,136,134.5,4119983712,0.526315789,0.473684211,0.282259896,0.717740104
1040730,136,138.5,139,136,5121289968,0.777777778,0.222222222,0.5,0.5
1040731,140.5,139.5,140.5,137.5,5626919922,0.666666667,0.333333333,0.319234354,0.673673448
1040803,138.5,134.5,138.5,134.5,4581161735,0.176470588,0.823529412,0.5,0.5
1040804,135,136.5,136.5,134.5,3727032372,0.133333333,0.866666667,0.5,0.5
1040805,135.5,134,135.5,134,3847991545,0.428571429,0.571428571,0.5,0.5
1040806,136,134,136,132,5305805578,0.428571429,0.571428571,0.387607426,0.612392574
1040807,133,133,133.5,131.5,4053463871,0.3125,0.6875,0.243210506,0.756789494
1040810,131,129,131,125.5,8428219770,0.523809524,0.476190476,0.155781845,0.844218155
1040811,133.5,130.5,133.5,130.5,8701858164,0.428571429,0.571428571,0.321402879,0.678597121
1040812,129.5,128.5,130,127.5,5897521548,0.294117647,0.705882353,0.401593497,0.598406503
1040813,129,128,130,127.5,5611218672,0.333333333,0.666666667,0.292224648,0.707775352
1040814,128,126,128.5,125,5093780530,0.304347826,0.695652174,0.355489669,0.644510331
1040817,125.5,124,125.5,123,4826111748,0.583333333,0.416666667,0.285429134,0.714570866
1040818,125,126,126.5,125,5252723656,0.357142857,0.642857143,0.5,0.5
1040819,127.5,125,127.5,124,5917827915,0.375,0.625,0.5,0.5
1040820,124.5,126,126,123.5,4841207748,0.266666667,0.733333333,0.5,0.5
1040821,123,121,124.5,121,8241493111,0.315789474,0.684210526,0.5,0.5
1040824,120,115,121,112.5,13766338730,0.192307692,0.807692308,0.274299989,0.725700011
1040825,118,123.5,124,117.5,12096689497,0.270833333,0.729166667,0.378306533,0.621693467
1040826,121,122.5,124.5,119.5,8066184686,0.4375,0.5625,0.317701875,0.414440982
1040827,125,124,125,122,6648501174,0.777777778,0.222222222,0.5,0.5
1040828,127,125,127,124.5,5251054885,0.526315789,0.473684211,0.242976291,0.757023709
1040831,126,129,129,123.5,7220131440,0.272727273,0.727272727,0.326586133,0.673413867
1040901,127.5,124,127.5,124,5307014000,0.3,0.7,0.5,0.5
1040902,123,125.5,127,123,4657522507,0.652173913,0.347826087,0.5,0.5
1040903,127.5,127,127.5,125,3037526707,0.636363636,0.363636364,0.5,0.5
1040904,126.5,125,127,123.5,2886200250,0.625,0.375,0.19940438,0.80059562
1040907,124.5,122.5,126,122,3228675340,0.428571429,0.571428571,0.5,0.5
1040908,122.5,123,123.5,122,1857557798,0.636363636,0.363636364,0.5,0.5
1040909,126.5,129,129,126.5,6910196909,0.777777778,0.222222222,0.5,0.5
1040910,127,125,128,125,4288394042,0.588235294,0.411764706,0.5,0.5
1040911,125.5,127.5,127.5,124,3097236675,0.5,0.5,0.201491639,0.798508361
1040914,128,127.5,129,126,3261310994,0.714285714,0.285714286,0.5,0.5
1040915,127.5,126,128,125.5,2806493840,0.5,0.5,0.5,0.5
1040916,128,129.5,130,127.5,5691421260,0.736842105,0.263157895,0.5,0.5
1040917,130.5,131,131.5,130,6868009789,0.9,0.1,0.5,0.5
1040918,129.5,131.5,131.5,129,4261707884,0.833333333,0.166666667,0.5,0.5
1040921,130,129.5,130,128.5,4552208310,0.538461538,0.461538462,0.5,0.5
1040922,130,129,130,128.5,2374696906,0.75,0.25,0.5,0.5
1040923,127,124.5,127.5,124.5,4465469498,0.421052632,0.578947368,0.384962671,0.615037329
1040924,127,127,128,125.5,5671247864,0.5,0.5,0.365892788,0.634107212
1040925,127,127,127.5,125,3121881939,0.333333333,0.666666667,0.246828442,0.214710019
1040930,128,130,131,127,9885619568,0.357142857,0.642857143,0.28044718,0.71955282
1041001,131,133.5,134,129.5,7046980737,0.692307692,0.307692308,0.203464537,0.796535463
1041002,132.5,132,132.5,131.5,3337391624,0.636363636,0.363636364,0.5,0.5
1041005,133,132.5,133.5,131.5,4096025572,0.44,0.56,0.5,0.5
1041006,135,133,135.5,132.5,6677173341,0.590909091,0.409090909,0.5,0.5
1041007,133.5,135,135,133,4380090918,0.846153846,0.153846154,0.5,0.5
1041008,137,136,137,135,4365954735,0.714285714,0.285714286,0.336266755,0.663733245
1041012,137,138.5,139,136.5,7125126614,0.6,0.4,0.27880899,0.72119101
1041013,138.5,137.5,138.5,136,5105783075,0.5,0.5,0.269546751,0.730453249
1041014,136.5,136.5,137.5,136,8795254492,0.458333333,0.541666667,0.429089604,0.570910396
1041015,139,140,141,139,10255043760,0.619047619,0.380952381,0.311702416,0.688297584
1041016,137,137.5,137.5,136,5091352293,0.583333333,0.416666667,0.375787827,0.624212173
1041019,138.5,138,139,137,3606826449,0.75,0.25,0.271009293,0.728990707
1041020,139,139,139,137.5,3984111090,0.727272727,0.272727273,0.202484022,0.797515978
1041021,139.5,138.5,140,137.5,2770902949,0.4,0.6,0.5,0.5
1041022,138,137.5,138.5,137,2089852382,0.642857143,0.357142857,0.5,0.5
1041023,140,140,140.5,139,4984092182,0.8125,0.1875,0.5,0.5
1041026,140.5,140,140.5,139,3416504880,0.846153846,0.153846154,0.5,0.5
1041027,138.5,139,140,137.5,3679734913,0.857142857,0.142857143,0.5,0.5
1041028,137,138,139,137,3104131564,0.6875,0.3125,0.5,0.5
1041029,139,136.5,139.5,136.5,2815951517,0.785714286,0.214285714,0.251493587,0.748506413
1041030,137,136.5,137.5,136,3870125863,0.583333333,0.416666667,0.5,0.5
1041102,138.5,137.5,138.5,135.5,3118360787,0.5,0.5,0.5,0.5
1041103,138.5,139.5,140,138,5082111090,0.777777778,0.222222222,0.5,0.5
1041104,141.5,144.5,144.5,141,10841451697,0.894736842,0.105263158,0.323604164,0.676395836
1041105,144,142.5,144.5,142.5,5414337809,0.916666667,0.083333333,0.5,0.5
1041106,144,140,144,139,7276506260,0.533333333,0.466666667,0.5,0.5
1041109,141,142,143,140.5,3518529742,0.636363636,0.363636364,0.301198407,0.698801593
1041110,141.5,139.5,141.5,139,3261350610,0.428571429,0.571428571,0.147864868,0.852135132
1041111,140.5,137.5,140.5,136.5,4066008922,0.590909091,0.409090909,0.5,0.5
1041112,138.5,138.5,139,138,2284668490,0.705882353,0.294117647,0.5,0.5
1041113,137.5,136,139,136,3148276101,0.6,0.4,0.5,0.5
1041116,134,135,135.5,134,4335757140,0.571428571,0.428571429,0.5,0.5
1041117,138,138.5,140,137.5,3926485043,0.555555556,0.444444444,0.5,0.5
1041118,139.5,137,140,136.5,4057302068,0.6,0.4,0.5,0.5
1041119,138.5,140.5,140.5,138,4004226290,0.764705882,0.235294118,0.5,0.5
1041120,140.5,141,141,140,3041708710,0.833333333,0.166666667,0.5,0.5
1041123,141,141,141.5,140,2890125945,0.454545455,0.545454545,0.5,0.5
1041124,140,139.5,141.5,139.5,3261352468,0.285714286,0.714285714,0.5,0.5
1041125,139.5,141,141,138.5,4841255700,0.454545455,0.545454545,0.428727243,0.468708654
1041126,141,142.5,142.5,140,4672046212,0.631578947,0.368421053,0.5,0.5
1041127,143,139,143,139,3747289825,0.583333333,0.416666667,0.290340641,0.709659359
1041130,136.5,139,139,136,15219982613,0.571428571,0.428571429,0.5,0.5
1041201,140.5,142.5,142.5,138.5,6882084076,0.733333333,0.266666667,0.5,0.5
1041202,144,142.5,144,142,4545318756,0.833333333,0.166666667,0.5,0.5
1041203,141.5,142.5,143,141.5,4013101755,0.7,0.3,0.5,0.5
1041204,141,140.5,142.5,140.5,4481042445,0.583333333,0.416666667,0.5,0.5
1041207,142,143.5,144.5,142,5902665174,0.793103448,0.206896552,0.5,0.5
1041208,143.5,142.5,144,141,4846422179,0.695652174,0.304347826,0.5,0.5
1041209,142,140.5,142,140.5,4323363409,0.523809524,0.476190476,0.5,0.5
1041210,140.5,141,141.5,139,5817845601,0.739130435,0.260869565,0.269573335,0.730426665
1041211,141,139.5,142,139,4494186536,0.625,0.375,0.5,0.5
1041214,137.5,139,139.5,137.5,5217880999,0.476190476,0.523809524,0.5,0.5
1041215,139.5,138,140.5,138,3891713298,0.55,0.45,0.327962985,0.672037015
1041216,142,143.5,144,141,8381627759,0.8,0.2,0.5,0.5
1041217,144.5,145,145,143,5005823882,0.789473684,0.210526316,0.5,0.5
1041218,143,142,145,142,5964658320,0.6,0.4,0.5,0.5
1041221,141.5,141.5,142.5,140.5,3808022515,0.777777778,0.222222222,0.5,0.5
1041222,141,142,142,140.5,2431736616,0.875,0.125,0.5,0.5
1041223,141,141.5,143,140.5,2576333960,0.375,0.625,0.5,0.5
1041224,143,142,143.5,142,1926688090,0.571428571,0.428571429,0.5,0.5
1041225,142,143,143.5,142,880104962,0.9375,0.0625,0.5,0.5
1041228,143.5,143.5,144,143,1555902665,0.8,0.2,0.5,0.5
1041229,143.5,142,144,141.5,1848992618,0.571428571,0.428571429,0.5,0.5
1041230,142.5,142.5,144,142,2098167063,0.714285714,0.285714286,0.5,0.5
1041231,142,143,144,141,2671826764,0.25,0.75,0.5,0.5
1050104,142.5,139.5,143.5,139,6137797502,0.6,0.4,0.5,0.5
1050105,139,138,140,137,6436850512,0.416666667,0.583333333,0.5,0.5
1050106,138,135.5,138,135,7321139064,0.222222222,0.777777778,0.5,0.5
1050107,134.5,133,135,130.5,8432791819,0.3,0.7,0.5,0.5
1050108,132,134,135,132,7022206705,0.375,0.625,0.5,0.5
1050111,133,133,134.5,130.5,6430758978,0.5,0.5,0.5,0.5
1050112,133,133,134,131.5,4657051312,0.466666667,0.533333333,0.5,0.5
1050113,133.5,133.5,135.5,133,6719817674,0.615384615,0.384615385,0.5,0.5
1050114,130.5,131.5,132,130.5,5177864180,0.78125,0.21875,0.285359006,0.714640994
1050115,137.5,137,138,135.5,10911032870,0.756756757,0.243243243,0.321656613,0.678343387
1050118,135,137,138,134.5,5054777797,0.65,0.35,0.5,0.5
1050119,137.5,138,138,136,3422485906,0.642857143,0.357142857,0.5,0.5
1050120,137.5,134.5,137.5,133.5,6000662670,0.35,0.65,0.5,0.5
1050121,134,135,136.5,134,4320114707,0.454545455,0.545454545,0.5,0.5
1050122,136.5,138.5,138.5,136,4657789586,1,0,0.5,0.5
1050125,140,139.5,140,139,3800915858,0.785714286,0.214285714,0.5,0.5
1050126,137.5,137.5,139,137,3325848455,0.684210526,0.315789474,0.5,0.5
1050127,139,139.5,139.5,138.5,3417457021,0.714285714,0.285714286,0.5,0.5
1050128,138,140,140.5,138,5281967085,0.583333333,0.416666667,0.5,0.5
1050129,138.5,143,143,138,8136870712,0.454545455,0.545454545,0.5,0.5
1050130,142.5,142,143,141,1683794730,0.9,0.1,0.5,0.5
1050201,144,144,144,141.5,6278170924,0.75,0.25,0.5,0.5
1050202,144,142.5,144.5,141.5,3624574210,0.588235294,0.411764706,0.366244793,0.633755207
1050203,145,146,146,144.5,10413868630,0.697674419,0.302325581,0.318530055,0.620863885
1050215,142,145,146.5,142,11147911270,0.666666667,0.333333333,0.393656663,0.606343337
1050216,146,147.5,148,145.5,8269447009,0.695652174,0.304347826,0.5,0.5
1050217,149,148,149,147,5700550482,0.5625,0.4375,0.335085092,0.664914908
1050218,150,151,151,149.5,9304766800,0.807692308,0.192307692,0.5,0.5
1050219,149,151,151,149,5618619050,0.842105263,0.157894737,0.5,0.5
1050222,149.5,151,152.5,149.5,4489653531,0.846153846,0.153846154,0.5,0.5
1050223,150.5,149.5,151,149,3365510724,1,0,0.5,0.5
1050224,149.5,148,150.5,147,3279735952,0.7,0.3,0.5,0.5
1050225,149,150.5,151,148.5,3783097850,0.909090909,0.090909091,0.5,0.5
1050226,151,149,151.5,148,6913777396,0.7,0.3,0.5,0.5
1050301,148.5,152,152,148.5,6637110793,0.705882353,0.294117647,0.5,0.5
1050302,154,153,154.5,153,5548587572,0.909090909,0.090909091,0.5,0.5
1050303,154,154,154.5,153,4438187013,0.625,0.375,0.5,0.5
1050304,153,152.5,153.5,151.5,5763190355,0.625,0.375,0.5,0.5
1050307,152.5,152,153.5,151,3655841160,0.428571429,0.571428571,0.5,0.5
1050308,151,152,152,149.5,6126859884,0.636363636,0.363636364,0.5,0.5
1050309,152,153,153,150.5,3739057432,0.666666667,0.333333333,0.5,0.5
1050310,153,154.5,154.5,151.5,4806652328,0.6,0.4,0.5,0.5
1050311,154.5,155,155,153,4837597155,0.736842105,0.263157895,0.5,0.5
1050314,156.5,156,157.5,155.5,5161781768,0.818181818,0.181818182,0.5,0.5
1050315,155,154.5,156.5,153,4559507978,0.583333333,0.416666667,0.5,0.5
1050316,155.5,156,156,154,4833620497,0.857142857,0.142857143,0.5,0.5
1050317,159.5,158.5,160,157.5,8305206845,1,0,0.5,0.5
1050318,158.5,159.5,159.5,158.5,9212470709,0.7,0.3,0.5,0.5
1050321,160,160,160,158,4409309006,0.428571429,0.571428571,0.5,0.5
1050322,159.5,158.5,159.5,157,4629935904,0.666666667,0.333333333,0.5,0.5
1050323,158.5,159.5,159.5,158,4683223247,0.4,0.6,0.5,0.5
1050324,158,158.5,159,157,3975166192,0.470588235,0.529411765,0.5,0.5
1050325,158.5,158,159,157,1727600287,0.583333333,0.416666667,0.5,0.5
1050328,158,159,159,157,2513686562,0.740740741,0.259259259,0.5,0.5
1050329,158.5,159,159.5,158,3039163868,0.818181818,0.181818182,0.5,0.5
1050330,158.5,161.5,162,158.5,7394950933,0.857142857,0.142857143,0.5,0.5
1050331,162,162,163,159,8719278002,0.9375,0.0625,0.5,0.5
1050401,161,158.5,161,157.5,5490320944,0.526315789,0.473684211,0.5,0.5
1050406,155.5,153.5,156,153.5,9740564255,0.454545455,0.545454545,0.5,0.5
1050407,155,154.5,155,152.5,5527003723,0.615384615,0.384615385,0.5,0.5
1050408,154,157.5,158,154,6638324522,0.590909091,0.409090909,0.5,0.5
1050411,156,158.5,159,155.5,3653174233,0.65,0.35,0.343897289,0.656102711
1050412,157.5,158.5,159.5,157.5,2355629198,0.5,0.5,0.5,0.5
1050413,160,161.5,162,159.5,6494549624,0.846153846,0.153846154,0.5,0.5
1050414,162,161.5,162.5,160,5048472016,0.851851852,0.148148148,0.305680983,0.656819017
1050415,157,159.5,160,156,7971481408,0.58974359,0.41025641,0.339469269,0.660530731
1050418,158,158,158.5,157.5,3294127620,0.647058824,0.352941176,0.5,0.5
